id,name,agentDefaultGrp,agentType,agentSprite,race,skin,width,height,faction,passiveId,unitclass,Lv,HP,SP,AD,AP,AR,MR,HIT,EVA,Crit,MS,WILL,MainWeapon,WEPvariations,Shield,SHDvariations,Armor,AMRvariations,Helmet,HELvariations,Accessory,ACCvariations,SubWeapon,SubWEPvariations,ReserveSetL,?,ActiveSkill:0,ActiveSkill:1,ActiveSkill:2,ActiveSkill:3,PassiveSkill,Perks1,Perks2,Perks3,Perks4,motionFlags,objFlags,AABits,ExtraSettingEv,ExtraParts,Hpreg,Spreg,AS,MoveTypeBits,AArangeMax,AArangeMin,AAframe,AAcost,AAFunction,reserve,AtkTime,AAarmorEff,AAarmorPen,AAeffect,,AIFlag,spriteOffset_x,spriteOffset_y,,,,,,,,train_speed,food,wood,stone,gold,iconsprite,spawnsound,ex_spawn_cev,Description,Lore,,,*/
imperial_comitatenses_menavlion,Imperial Lanciarii Comitatenses,31,3,116,0,441,10,11,FAC_imperial,12,0,9,380,39,24,0,0,0,33,7,0,2,43,WEP_Menavlion,-1,0,-1,AMR_Heavy_Lamellar|AMR_Scale_Armor|AMR_Heavy_Lamellar,-1,HEL_Plumed_Spangenhelm,0,ACC_Imperial_Cloak|0|0,-1,0,0,0,0,0,0,0,0,1268,2|3|5|11|14,5|6,11,0,16|17|1|2|6,15,0,314,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,135,0,50,0,30,8,,,The long-saddled soldier is the rear line of the Mobile Field Army's infantry battle line. ^ In defense$; they use their reach to catch cavalry and other races' assaults$; and in attack$; they are responsible for cleaving the enemy from behind the line of battle. ^ They can deploy quickly because of their movement speed buff during non-combat. ^ ...Their weapon of choice$; the menaurion$; is a weapon between a spear and a sword$; a sort of naginata$; and requires considerable skill to handle well.,,,,
imperial_archer,Imperial Auxilia Sagittarii,13,3,103|101,0,441,10,11,FAC_imperial,0,1,4,30,9,0,0,0,0,19,3,0,5,20,WEP_Hunting_Bow|WEP_Hunting_Bow|WEP_Hunting_Bow|WEP_Compound_Bow|WEP_Compound_Bow,-1,0,-1,AMR_Imperial_Tunic,-1,HEL_Imp_Ridge_Helm|HEL_Leather_Hat|HEL_Leather_Hat,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16|17|1|2|6,0,0,703,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,195,,25,,20,10,,316,Archers in the Imperial Army. ^...After the military reforms$; the overly powerful mechanical projectile weapons were reevaluated in order to reduce costs$; and ^simple bows and arrows were often used. The training of the most skilled archers naturally took time$; and it became difficult to fill the required number of marksmen. In this era$; human archers often came from impoverished rural villages.,,,,
imperial_elite_archer,Imperial Elite Sagittarii,13,3,103,0,441,10,11,FAC_imperial,0,1,6,65,18,3,0,0,0,24,8,1,10,31,WEP_Compound_Bow,-1,0,-1,AMR_Imperial_Hamata,-1,HEL_Imp_Ridge_Helm,-1,0,-1,0,0,0,0,0,0,0,0,0,2|7|8|11|14,15,0,0,16|17|1|2|6,15,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,180,,25,,35,11,,316,The elite archers of the Imperial Army. ^...For the simple reason that many of them were from the East$;^ synthetic bows were preferred among the skilled Imperial Army archers for both their rapid-firing ability and power.,,,,
imperial_levy,Imperial Levy,11,4,101|102,0,0,10,11,FAC_imperial,0,0,2,15,7,0,0,0,0,8,0,0,0,11,WEP_Short_Spear|WEP_Short_Spear|WEP_Short_Sword|WEP_Short_Sword|WEP_Club,-1,0,-1,AMR_Imperial_Tunic,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1|2|6,0,0,703,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,316,New recruits of the human species belonging to the Imperial Army. ^ They always go into battle with a lightweight throwing spear called a pulumbata. ^ In the Eastern Imperial Army$; human volunteer soldiers were basically trained as regular Imperial soldiers and were given rations of equipment$; but ^ even new recruits who had just served in the army did not receive regular equipment. ^The Imperial military administration was exhausted and in disarray due to the war in the south$; and ^sometimes human kind soldiers who should have been assigned to the regular army were assigned to the support army. Such unlucky soldiers were usually defeated along with the demons in the support forces$; or worse$; they would disappear as dewdrops on the battlefield.,,,,
imperial_psiloi,Imperial Psiloi,11,4,103,0,0,10,11,FAC_imperial,0,0,3,90,15,0,0,0,0,10,3,0,12,20,WEP_Plumbata,-1,SHD_Imperial_Round_Shield,-1,AMR_Imperial_Tunic,-1,HEL_Imp_Ridge_Helm,-1,0,-1,WEP_Short_Spear,0,0,0,0,0,0,0,0,0,12,0,0,1|2|6|14|15,15,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,245,25,,,10,1,,316,Light infantry troops can handle everything from scatter combat to white combat to some extent. ^They always go out with a lightweight throwing spear called pulumbata. ^... The situation in which the Empire needed the regular army to go into battle was$; in the end$; a difficult situation that could not be supported by the support forces of the demon tribe. The regular army was always forced to fight against the enemy with a small number of troops. Although their equipment was light$; they worked well as a small and agile infantry unit and supported the combat operations of the imperial army.,,,,
93,FISH the Gladiator,0,3,15,0,0,10,12,FAC_nord,3,0,20,22000,5000,5000,5000,5000,5000,39,10,3,140,100,WEP_Imperial_Blaster,,SHD_Imperial_Oval_Shield,,AMR_Gladiator_Harness,,HEL_Murmillo_Helm,,,,,,,,,,1226,,,6|8|7|9|20|17,1|2|3|4|7|19,,,16|17|1|2|6,9|16,0,,,2000,216,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,316,,,,,
poteton_inf,Poteton Infantry,11,3,320,0,442,10,11,FAC_poteton,0,0,5,125,31,0,0,0,0,16,0,0,4,26,WEP_Military_Pick|0WEP_Short_Sword|WEP_Morning_Star|WEP_Iron_Mace,-1,SHD_Heater_Shield,1,AMR_Hard_Leather|AMR_Mail_Hauberk|AMR_Chain_Mail,-1,HEL_Iron_Helm,-1,0,-1,0,0,0,0,0,0,0,0,0,1|2,0,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,270,25,,,15,2,,,A mediocre shield soldier. ^Nothing but mediocre.,,,,
poteton_guard,Poteton Oathsworn,11,3,321,0,442,10,11,FAC_poteton,0,0,8,225,34,5,0,0,0,24,5,0,8,37,WEP_Morning_Star|WEP_Morning_Star|WEP_Warhammer|WEP_Morning_Star|WEP_Warhammer|WEP_Warhammer|WEP_Morning_Star,-1,SHD_Heater_Shield,2,AMR_Cloaked_Hauberk|AMR_Poteton_Lamellar,-1,HEL_Ornamented_Lamellar,-1,0,-1,0,0,0,0,0,0,0,0,0,1|2|11|14|18|20,5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,265,30,,,20,3,,,A mediocre but better shield soldier. ^The strength is their cost to train. ^...Soldiers in the service of the Poteton nobles had the custom of painting their armor blue$; and this became a tradition that continued long into later generations. To counter the superior metal armor of the Empire$; striking weapons were especially favored by the rebel infantry.,,,,
poteton_elite_crossbow,Poteton Arbalester,13,3,322,0,442,10,11,FAC_poteton,0,1,6,70,30,0,0,0,0,19,4,0,15,30,WEP_Crossbow|WEP_Crossbow|WEP_Great_Crossbow,-1,0,-1,AMR_Chain_Mail,-1,HEL_Kettle_Hat,-1,ACC_Metal_Pauldron|ACC_Leather_Gloves,-1,0,0,0,0,0,0,0,0,0,7,16,0,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,245,,30,,40,11,,,Archers using powerful crossbows. Unlike archers$; crossbowmen do not fire in scatter mode$; but they have superior power and accuracy. ^The insurgents may have a considerable advantage over other forces in projectile battles because of their numbers.,,,,
poteton_female_inf,Poteton Warden,12,3,323,0,440,10,11,FAC_poteton,0,0,6,110,45,15,0,0,0,22,7,0,18,27,WEP_Two-handed_War_Cleaver|WEP_Iron_Maul|WEP_Two-handed_War_Cleaver,-1,0,-1,AMR_Mail_Hauberk|AMR_Chain_Mail|AMR_Hard_Leather,-1,HEL_Iron_Helm,-1,0,-1,0,0,0,0,0,0,0,0,0,2|3|6|7|17,5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,15,0,701,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,240,30,0,,,36,,,Female amphibious soldiers who can slice light soldiers into pieces. ^ Cheap$; fast$; and fragile. ^ ...In late antique Altipia$; where order and security under imperial authority collapsed simultaneously$; ^ the need arose to prepare for sporadic and small-scale encounters and raids. ^ Perhaps because of this$; or perhaps due to the influence of the matriarchal culture of the demons$; ^ at any rate$; in late antiquity$; women of the human species began to appear who$; like them$; ^ became warriors.,,,,
poteton_vet_cav,Poteton Battle Cavalry,15,3,0,0,442,11,12,FAC_poteton,0,2,8,260,30,8,0,0,0,26,2,0,10,32,WEP_Short_Sword|WEP_Handaxe|WEP_Iron_Mace,-1,SHD_Heater_Shield,1,AMR_Cloaked_Hauberk|AMR_Mail_Hauberk,-1,HEL_Plumed_Spangenhelm|HEL_Lamellar_Helm|HEL_Kettle_Hat,0,ACC_Sumpter_Horse,-1,0,0,0,0,0,0,0,0,0,1|2|13,5|6,6|7,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,190,80,0,0,0,14,,,As the name suggests$; they were light cavalrymen with excellent combat skills. Although they appear to be mediocre$; their performance is considerably superior to other units of the same rank.,,,,
poteton_shockcav,Poteton Contos Cavalry,16,3,0,0,442,11,12,FAC_poteton,0,2,7,160,25,0,0,0,0,25,0,0,20,30,WEP_Contos,,,,AMR_Chain_Mail|AMR_Hard_Leather,,HEL_Ornamented_Lamellar,,ACC_Courser,,,,,,,,,,,,,6|7,,1|2|6|16|17,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,205,75,20,,,17,,,A cavalryman with a two-handed lance that specializes in assault capability$; as the name suggests. ^...The Poteaton rebels$; who had captured the imperial Kontos$; confronted the imperial cavalry by imitating ^the imperial contry cavalry as they were.,,,,
imperial_comitatenses_banner,Imperial Vexillarius Comitatenses,31,3,121,0,441,10,11,FAC_imperial,24,0,12,480,50,20,0,15,0,29,8,0,2,50,WEP_Imperial_Banner,-1,0,-1,AMR_Scale_Coat,-1,HEL_Vexillarius_Helm,-1,ACC_Imperial_Cloak,-1,0,0,0,0,0,0,0,0,1268,2|3|5|11|12|14,5|6,11|17,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,90,30,0,0,120,42,,,"Flag bearers of the Imperial regular army. ^It gives the buff effect ""inspiration"" to surrounding friendly units just by being there. ^In addition to being a buff$; ""Inspiration"" also has the ability to restore defeat when it is granted. It is an essential unit for VERY HARD or higher.",,,,
imperial_medic,Imperial Archiatri Medic,0,3,0,0,441,10,11,FAC_imperial,0,0,3,20,25,0,45,0,0,10,-2,0,10,12,WEP_Club,-1,SHD_Imperial_Round_Shield,-1,AMR_Imp_Gambeson,-1,0|HEL_Headscarf|HEL_Leather_Hat,-1,0,-1,0,0,0,0,0,1232,0,0,0,0,9,0,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,100,0,,,60,27,,,A medic with a certain level of combat ability. ^But it is best not to hope for more than minimal self-defense.,,,,
brigand_thug,Thug,11,3,0,0,442,10,11,0,0,0,2,30,4,0,0,0,0,13,0,0,8,15,WEP_Wooden_Stick|WEP_Short_Sword|WEP_Short_Spear|WEP_Club|WEP_Meat_Cleaver|WEP_Pitchfork,-1,SHD_Round_Shield|0|SHD_Kite_Shield|SHD_Round_Shield|0,-1,0AMR_Leather_Armor|0AMR_Padded_Leather|AMR_Gambeson,-1,0|HEL_Leather_Hat|HEL_Headscarf|HEL_Kilted_Cap|0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,265,25,,,,1,,,A common squid with something that could be a weapon. Very weak. They are in need of food$; so if you give them food$; they will fight for you.,,,,
brigand_robber,Robber,0,3,0,0,442,10,11,0,0,0,4,120,15,0,0,0,0,22,0,0,14,25,WEP_Iron_Mace|WEP_Spatha|WEP_Handaxe|WEP_Lumber_Axe|WEP_Military_Pick|WEP_Military_Cleaver|WEP_Bastard_Sword|WEP_Short_Spear|WEP_Handaxe|WEP_Spatha|WEP_Two-handed_War_Cleaver,-1,SHD_Round_Shield|0|SHD_Kite_Shield|SHD_Round_Shield|0,-1,AMR_Mail_Shirt|AMR_Padded_Leather|AMR_Gambeson|AMR_Chain_Mail|AMR_Mail_Shirt,-1,HEL_Headscarf|HEL_Chain_Coif|HEL_Iron_Helm|HEL_Kilted_Cap|HEL_Wing_Hat,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,,,,,,
brigand_poacher,Poacher,13,3,0,0,442,10,11,0,0,0,2,0,6,0,0,0,0,13,0,0,12,12,WEP_Short_Bow,-1,0,-1,AMR_Cloth_Armor|AMR_Linen_Tunic|AMR_Linen_Tunic|AMR_Linen_Tunic,-1,0|HEL_Headscarf|0|HEL_Headscarf|0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,225,,25,,0,9,,,Poachers in that area with short bows. ^Better than no shooting power.,,,,
poteton_shocktroop,Poteton Rhomphaia,12,3,0,0,442,10,11,FAC_poteton,0,0,5,90,35,0,0,0,0,22,5,0,25,24,WEP_Rhomphaia,-1,0,-1,AMR_Leather_Armor|AMR_Ranger_Harness|AMR_Cloth_Armor|AMR_Linen_Tunic,-1,0|HEL_Headscarf|HEL_Headscarf|0|HEL_Bear_Headpiece,-1,0,-1,0,0,0,0,0,1208,0,0,0,6|11|17|19,6|7|8|9|10|11|12|19,18,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,260,30,20,,,6,,,A savage with a scythe. ^They are destroyed in an instant when hit by a shot$; but they have moderate instantaneous firepower. All you have to do is to charge! ^When upgraded$; they revert back to pikemen.,,,,
poteton_priest,Poteton Priest,12,1,106,0,440,10,11,FAC_poteton,0,0,9,350,48,0,48,0,0,29,8,0,8,50,WEP_Polemace,-1,0,-1,AMR_Mail_Hauberk,-1,HEL_Flattop_Helm,-1,0,-1,0,0,0,0,0,1232,0,0,0,2|11|18|19,9,0,0,1|2|10,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,145,30,,,80,27,,,He is a recovering soldier with the combat ability of an infantryman. Thanks to his ^Perk$; he is harder than he looks and can support the front line.,,,,
poteton_mage,Poteton Mage,0,1,107,0,440,10,11,FAC_poteton,0,3,6,60,28,0,43,10,10,0,5,0,13,38,WEP_Fire_Wand|WEP_Wind_Wand|WEP_Dark_Wand,0,0,0,AMR_Cloth_Armor,0,0,0,0,0,0,0,0,0,0,,,,0,11,0,0,0,1|2|10,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,180,45,,,50,59,magic1,,A normal magician. ^He is between Tier 1 and Tier 2 magician of other forces.,,,,
poteton_high_wizard,Poteton High Wizard,0,1,108,0,440,10,11,FAC_poteton,0,3,14,350,150,0,92,0,120,0,0,0,18,51,WEP_Lightning_Wand,0,0,0,AMR_Dragon_Knight_Armor,0,HEL_Pointed_Hat,0,0,0,0,0,0,0,0,1274,1206,1293,,11|18|12,0,10|11|12,0,1|2|10,15|23,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,50,60,,,300,60,,,He is a great wizard of the Potatoes who can use many kinds of magic. ^He is more of a firepower specialist.,,,,
poteton_banner,Poteton Bannerbearer,11,3,0,0,442,11,12,FAC_poteton,24,0,11,450,35,20,0,0,0,26,8,0,10,53,WEP_Rebel_Banner,-1,0,-1,AMR_Cloaked_Hauberk,-1,HEL_Lamellar_Helm,-1,0,-1,0,0,0,0,0,0,0,0,0,2|11|14|12,5|6,17,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,110,25,0,0,100,42,,,"He has a banner that gives the buff effect ""Koudou"" to surrounding friendly units just by being there. ^The ""Koumai"" not only has a buff effect$; but also has the ability to restore defeat when it is granted. ^An essential unit for VERY HARD or higher.",,,,
imperial_vet_goblin_skirmisher,Imperial Veteran Auxilia Skirmisher,14,3,0,1,0,10,11,FAC_imperial,0,0,5,60,28,0,0,0,0,28,13,0,25,30,WEP_Plumbata,-1,SHD_Round_Shield,-1,AMR_Chain_Mail|AMR_Mail_Shirt|AMR_Imp_Gambeson|AMR_Imperial_Hamata,-1,HEL_Headscarf,-1,0,-1,WEP_Short_Spear|WEP_Spatha|WEP_Spatha,0,0,0,0,1213,1254,1255,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,703,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,250,20,25,,,72,,316,A light goblin scatterer with a small footprint. ^Hard to be attacked by projectiles. ^...In the Imperial Army$; many Goblin tribesmen participated in combat as scatterers. ^Their small size and dexterity gave them an advantage in projectile warfare$; and they supported the Empire's combat as a small$; maneuverable force. The small size of the Goblin soldiers meant$; on the other hand$; that they were inferior in stature. ^ They were sometimes deployed in hand-to-hand combat beyond their original role$; but the results were usually disastrous.,,,,
imperial_aux_wolfrider,Imperial Auxilia Wolfrider,15,3,0,1,0,10,11,FAC_imperial,0,2,5,75,28,8,0,0,0,32,8,0,15,35,WEP_Short_Spear,-1,SHD_Round_Shield,-1,AMR_Chain_Mail|AMR_Mail_Shirt,-1,HEL_Iron_Helm|HEL_Kilted_Cap,-1,ACC_Goblin_Wolf,-1,0,0,0,0,0,,1254,,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,185,72,,,,13,,,Goblin light cavalrymen with tremendous speed. ^...Goblins mounted on wolves served as support soldiers for the empire$; mainly in reconnaissance missions and flanking attacks.,,,,
imperial_aux_spearman,Imperial Auxilia Spearman,12,3,0,1,0,10,11,FAC_imperial,0,0,3,50,28,0,0,0,0,26,9,0,25,21,WEP_Sansa_Pike,-1,0,-1,AMR_Mail_Shirt|AMR_Imp_Gambeson,-1,0|HEL_Headscarf,-1,0,-1,0,0,0,0,0,,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,280,25,20,,,6,,316,Goblin light infantry with long spears. ^...Although not strong enough to stop cavalrymen$; they are highly mobile. ^...Some of the goblins were formed as long spear-bearers to intercept charging cavalry and dragon tribes. ^However$; they were not expected to actually stop the charge$; ^in essence$; they were only damage-causing personnel to be trampled. ^ In the late empire$; the lives of support soldiers were often taken lightly. ^Of course$; even in ancient times the death of an individual was a tragedy. ^But for the Imperials$; the death of a group of support soldiers without citizenship meant nothing more than a statistical figure.,,,,
imperial_aux_skirmisher,Imperial Auxilia Skirmisher,14,3,0,1,0,10,11,FAC_imperial,0,0,3,50,28,0,0,0,0,25,9,0,25,20,WEP_Plumbata,-1,SHD_Round_Shield,-1,AMR_Mail_Shirt|AMR_Imp_Gambeson,-1,0|HEL_Headscarf,-1,0,-1,WEP_Short_Spear|WEP_Spatha|WEP_Spatha,0,0,0,0,,1254,1255,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,703,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,260,20,25,,,72,,316,The small$; light goblin scatterers. ^They are less susceptible to attack by projectiles. ^...In the Imperial Army$; many Goblin tribesmen participated in combat as scatterers. ^Their small size and dexterity gave them an advantage in projectile warfare$; and they supported the Empire's combat as a small$; maneuverable force. The small size of the Goblin soldiers meant$; on the other hand$; that they were inferior in stature. ^ Beyond their original role$; they were sometimes deployed in hand-to-hand combat$; but the results were usually disastrous.,,,,
sushi_samurai,Goblin Samurai Boy,13,3,0,1,0,10,11,FAC_sushi,0,1,9,160,25,0,110,0,0,27,12,0,20,32,WEP_Yumi_Bow,-1,0,-1,AMR_Haramaki,-1,HEL_Sabusamme_Hat,-1,0,-1,WEP_Katana,0,0,0,0,0,1254,1214,,7|8|13|14|11,5|6|12|15,0,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,188,0,30,0,25,12,vo\goblin_gomeirei,317,Goblins with longbows in their hands. ^They are quite fierce for goblins$; and are able to fight with archers of other forces at least on equal terms. Moreover$; he can even engage in melee combat by switching weapons.,,,,
sushi_crossbow,Goblin Sakimori Boy,13,3,0,1,0,10,11,FAC_sushi,0,1,6,100,18,0,25,0,0,15,5,0,14,24,WEP_Type_38_Crossbow,-1,0,-1,AMR_Leather_Lamellar,-1,HEL_Zingasa|HEL_Steppe_Helm,-1,0,-1,0,0,0,0,0,,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,230,0,25,0,10,11,,317,A goblin with a crossbow. ^Each shot is low in power$; but that doesn't matter if you set up a barrage!,,,,
sushi_bowman,Goblin Wonky Bow Boy,13,3,0,1,0,10,11,FAC_sushi,0,1,3,0,8,0,10,20,0,7,3,0,10,18,WEP_Short_Bow,-1,0,-1,0,-1,0|HEL_Zingasa|HEL_Zingasa|0,-1,0,-1,0,0,0,0,0,,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,250,0,25,0,0,10,,317,A goblin with a shortbow. ^They can be trained with very low-cost$; but that is all.,,,,
sushi_fodder,Goblin Fodder Boy,13,3,0,1,0,10,11,FAC_sushi,0,1,3,0,6,0,0,15,0,5,3,0,10,15,WEP_Javelin,-1,0,-1,0,-1,0,-1,0,-1,WEP_Wooden_Stick,0,0,0,0,,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,280,0,15,0,0,9,,317,A goblin with a throwing spear. ^When he runs out of spears$; he takes a wooden stick from somewhere and charge into enemies.^ The performance is also throwable. Bwahaha.,,,,
sushi_ashigaru,Goblin Ashigaru Boy,12,3,0,1,0,10,11,FAC_sushi,0,0,3,100,28,0,15,0,0,20,9,0,20,23,WEP_Sansa_Pike,-1,0,-1,AMR_Haramaki,-1,0|HEL_Zingasa|HEL_Zingasa|HEL_Zingasa,-1,0,-1,0,0,0,0,0,,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,260,20,20,0,0,6,,317,A goblin with a certain armor as a foot soldier. ^They can be pushed even more outnumbered now that they can't die from a single blow!,,,,
sushi_zako,Goblin Zako Boy,12,3,0,1,0,10,11,FAC_sushi,0,0,3,50,14,0,0,15,0,10,5,0,10,21,WEP_Bamboo_Spear,-1,0,-1,0,-1,0|HEL_Zingasa|HEL_Zingasa|0,-1,0,-1,0,0,0,0,0,,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,280,15,0,0,0,5,,317,Do I need to explain with this name and cost?,,,,
sushi_townsman,Goblin Worker Boy,0,3,0,1,0,10,11,FAC_sushi,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,AMR_Linen_Tunic,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,0,0,,,,,,,,270,30,0,0,0,0,cursor21,,A goblin that works. ^He is a fragile being$; but he works hard to support the internal affairs of the city. We Goblins$; we will follow you only!,,,,
imperial_aux_shocktroop,Imperial Auxilia Shock Trooper,12,4,402,2,0,12,12,FAC_imperial,0,0,7,850,55,15,0,0,0,31,-2,0,25,55,WEP_Masakari_Splitter,-1,0,,AMR_Berserk_Harness,-1,0,-1,0,-1,0,0,0,0,0,,1241,,0,5|2|8|20,7|1|4,0,0,1|2|6|14|15,0,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,175,50,35,,,8,,316,"A mad warrior of Orc who is very aggressive$; but is easily attacked. ^...Many young Orc tribesmen$; who have a tradition of Shobu$; serve to prove their worth as warriors. ^The empire has often used them as disposable soldiers in their eagerness for merit. However$; the cost of procuring armor for Orc men of large stature is prohibitive. ^Therefore$; instead of armors$; the empire provided them with a drug called ""Mushrooms of the Madman$;""^ thus wiping out their fear of death$; and operating them as cheap and effective incision troops. ^By the way$; the mushrooms are extremely addictive.",,,,
imperial_vet_aux_heavy,Imperial Veteran Auxilia Heavy Infantry,11,3,401,2,0,12,12,FAC_imperial,0,0,9,660,55,17,0,15,0,26,-2,0,20,35,WEP_Headchoppa|WEP_Kanabo,-1,SHD_Kite_Shield,-1,AMR_Boiled_Leather_Mail|AMR_Scale_Coat|AMR_Heavy_Lamellar|AMR_Scale_Coat|AMR_Heavy_Lamellar,-1,HEL_Plumed_Spangenhelm,1,0,-1,0,0,0,0,0,0,1241,,,5|2,9|10,16,,16|17|1|2|6,0,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,175,50,,,25,4,,316,Heavily armed shield soldiers with assault skills that push up the battle line. ^They are slow$; but hard and strong. ^...Orc and his men$; who served as the imperial support force$; took advantage of their large physique and stood in the front line with heavy armor. ^They were the pillars that supported the imperial line in battles in which mobile field forces did not participate$; ^but unless they were mobilized for security$; such battles were often lost battles. But such battles were often lost$; unless they were mobilized for security reasons.,,,,
imperial_aux_heavy,Imperial Auxilia Heavy Infantry,11,3,401,2,0,12,12,FAC_imperial,0,0,8,630,55,15,0,15,0,25,-3,0,20,32,WEP_Headchoppa|WEP_Kanabo,-1,SHD_Kite_Shield,-1,AMR_Boiled_Leather_Mail|AMR_Scale_Coat|AMR_Heavy_Lamellar|AMR_Scale_Coat|AMR_Heavy_Lamellar,-1,0|HEL_Plumed_Spangenhelm|HEL_Plumed_Spangenhelm|HEL_Plumed_Spangenhelm|HEL_Plumed_Spangenhelm,1,0,-1,0,0,0,0,0,0,1241,,,5|2,9|10,16,,16|17|1|2|6,0,0,703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,175,50,,,25,4,,316,Heavily armed shield soldiers with assault skills to push up the battle line. ^They are slow on their feet but hard and strong. ^...The orcs who served as the imperial support force took advantage of their large stature and stood in the front line with heavy armor. ^They were the pillars that supported the imperial line in battles in which mobile field forces did not participate$; ^but unless they were mobilized for security$; such battles were often lost battles. But such battles were often lost$; unless they were mobilized for security reasons$; and the first casualties there were those who could not even escape because of the load of their equipment.,,,,
sushi_shogun,Ork Shogunboss,27,3,401,2,0,12,13,FAC_sushi,22,0,15,1500,110,25,950,60,0,48,0,0,78,72,WEP_Masakari_Splitter,-1,0,,AMR_Shogun_Yoroi,-1,HEL_Dai-Samourai_Kabuto,-1,0,-1,0,0,0,0,0,,1241,1295,1231,5|9|11|17|20,7|1,11|16,0,16|17|1|2|6,22|15|23,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,70,200,,,500,42,vo\ork_kisamahatuyokunai,317,Extremely powerful Ork generals. Cheap for a hero unit. ^They also serve as flag-bearers. ^The reason why it is cheap can be seen in production. ^...The strongest and biggest guy in a group of Orc warriors can become one. ^He doesn't want to die at the hands of the enemy.,,,,
sushi_kamikaze,Ork Kamikaze Boy,27,3,401,2,0,12,12,FAC_sushi,21,0,9,550,55,11,240,0,0,35,0,0,20,44,WEP_Katana,-1,0,-1,AMR_Gusoku,-1,HEL_Samourai_Kabuto,1,0,-1,0,0,0,0,0,0,1241,,,5|2|19,2|9|10|19,16,,16|17|1|2|6,22|15,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,255,50,,,30,65,vo\ork_ikusaja,317,A regular Orc warrior. ^He has high attack speed. ^His true value is shown when he disperses.,,,,
